Temperature,Fe,O2,Silicate,Nitrate,pH,Phosphate,Salinity,SPCO2,Chla,PAR,DOC,NH4,NPP
0.8018226465711787,0.25390624159274017,0.1345094835668359,0.018452040152513168,5.785292413174767e-06,0.8434048794890856,0.00464260284744924,0.9782074898817248,0.19001593556991425,0.17537245888944195,0.4902619824332145,0.6580666777370974,0.0009302103955123305,0.016460758933084692
0.7970634381973181,0.21393062237720398,0.13576914028275677,0.01818033036555873,1.6433516819647906e-06,0.8692167386573004,0.004782410846840581,0.9785519024354317,0.17717585427612637,0.16545353672679927,0.4753198589296771,0.6652923989151575,0.0007940888760711016,0.013286588978603658
0.7949034339253026,0.19624895776881385,0.13743018980331834,0.01805662216030258,6.693088715159906e-07,0.8870850219781659,0.0049269667831163865,0.9817516837279117,0.17545778819562585,0.14957528458494526,0.47600489648140454,0.6695376890835804,0.00073261602384461,0.012257657308066622
0.7922687647410515,0.18426346054759485,0.13997075840757178,0.017910441653578656,1.520197231370527e-06,0.8830941847119504,0.005315760341100244,0.9884279601583854,0.18080429105111362,0.15233270984097727,0.47669690829353806,0.6634812145623405,0.0007158481961048939,0.011828750048484608
0.7900435645530491,0.1760977917397179,0.14204916129545153,0.017783065982224913,3.695139216365801e-06,0.8849610202827733,0.005699748294950028,0.9961015902352566,0.18757421020567477,0.18669932157342625,0.4724785666524485,0.6557506403576707,0.0007220389466714467,0.011696199317901126
0.7870623472876436,0.16748143999869142,0.14471971640535597,0.01763161127782267,7.3377869244985685e-06,0.8830370366842573,0.006143957677005946,1.0,0.19442445546829923,0.19712064567360407,0.4763499388383363,0.6447048096136678,0.0007164190613610925,0.011684643674194039
0.7830852717548558,0.15700553690025704,0.1485863929143696,0.017412386930676347,1.5208344115282694e-05,0.89023768817178,0.006672486189198307,0.9977208101574684,0.19728215273390148,0.20043983312937705,0.4797110429322776,0.6299776039109903,0.0007126433922269306,0.011914494580031128
0.7800057619851372,0.14655244774208712,0.15193757394229435,0.017118164336415952,1.5958564752861164e-05,0.8887518394521408,0.0071404405418410925,0.9940758081255829,0.20339975725435666,0.20982859928785988,0.4873038101164614,0.6149293035175948,0.0006670522256936697,0.011273963922721095
0.776394836938454,0.13408312280657955,0.15575260882302966,0.016653228199446972,2.1881811727172457e-05,0.8751887075497251,0.007786012906641692,0.9901420692535572,0.21171035868540677,0.22222175216719733,0.48024870334963476,0.5960305514802712,0.0006380192125298857,0.010830185732089225
0.7737572383009989,0.12083855435378224,0.1593883943075427,0.016017401306727422,2.076893781145479e-05,0.8707787847471877,0.00854056628143438,0.9835714102066335,0.2246212051798966,0.22053391429828176,0.48689399584545145,0.5753411134709262,0.0005646622618734106,0.009841066598072875
0.7677033674329479,0.1060620082896389,0.16552699552689898,0.015189804586424178,2.8254321282545663e-05,0.86697844090655,0.009696350117709909,0.97237226816753,0.22885770117688242,0.2093261829363717,0.48000243242626095,0.550102768757962,0.0005238997277350753,0.009238166998860285
0.7623236136101711,0.09421468606511615,0.17143109924845712,0.01444231491207413,2.3458276349192266e-05,0.8617684457165069,0.010786400017277107,0.9584026582286205,0.2317718947132601,0.16667677685357832,0.466510006832481,0.5284674129717893,0.00047037154452983846,0.007740978908117158
0.750326038013177,0.08393377758818772,0.1833636916535928,0.013933497450421536,2.0067533939400678e-05,0.8545963682428379,0.012100786090151923,0.9278598126225521,0.20733624356730207,0.126535337344626,0.4615049502642701,0.5063234009123653,0.00041826975923017057,0.006359419184356241
0.7495438428433124,0.08733090242908201,0.18392123707865848,0.014494771660246882,1.039159925511165e-05,0.8539486905958142,0.01163592222152776,0.9208187770320837,0.19413690393627592,0.11716547508558664,0.46260483395471286,0.5120543622651712,0.0004215097639148164,0.005751696994946699
0.7494377592400526,0.09046803444130166,0.18486705388424096,0.015097886713158055,8.446615251913112e-06,0.8620637105261864,0.011260902966673396,0.9157258365090986,0.18416632618006012,0.10957278116957711,0.46369037146914494,0.5175378888658891,0.0004563723367591937,0.0058602553271294615
0.7496478695964502,0.09291127830811818,0.18511935354810216,0.01559780976784593,5.660317447844097e-06,0.8792176435010646,0.010916951461985397,0.9103987250446552,0.176729099150303,0.09938552525320613,0.46936558410799745,0.5229610109611246,0.00045915626142682274,0.00585177867309536
0.7476981315028116,0.09183902311568691,0.18772890554585042,0.01569527356545476,5.196726741541956e-06,0.8939618346421696,0.011188277313076391,0.9012483012895851,0.1730283036900535,0.12398444962204849,0.4657413852168958,0.5220291596038605,0.0005071885273800222,0.005812238064500866
0.8037041969668348,0.27117424211444763,0.1315848639231587,0.018648427645648183,3.8398364246741985e-06,0.8615493782770756,0.0040701909999857665,0.9627224277126691,0.17851351213340694,0.08512756719620959,0.5110527727143441,0.6797685064443497,0.0007724281362025179,0.015688350747089692
